predictor_series_id,target_repository,target_series_id,target_name,target_coicop,economic_channel,expected_sign,lag_min,lag_max,transformations,priority,point_in_time_quality,research_status,notes
DFT_BUS0415_CURRENT_SCOTLAND_B200503,collector_ons_cpi,CPI_COICOP_C07326_D7EG,Passenger transport by road (combined class),07.3.2/6,bus_fare_direct_measurement,positive,0,2,yoy,3,partial_official,not_started,"DfT local bus fares index at current prices, Scotland, quarterly from 2005-03 (March 2005 = 100). This measures the same prices the CPI class measures, so it is close to a direct read rather than a leading indicator; its value is timeliness and regional detail, not lead. target_series_id resolved from collector_ons_cpi: CDID D7EG is that repository's own verified W1 alias for COICOP 07.3.2/6. PIT CAVEAT: only observations from 2023 onward carry official availability; earlier quarters are inferred and excluded from as-of queries by default. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DFT_BUS0415_CURRENT_WALES_B200503,collector_ons_cpi,CPI_COICOP_C07326_D7EG,Passenger transport by road (combined class),07.3.2/6,bus_fare_direct_measurement,positive,0,2,yoy,3,partial_official,not_started,"DfT local bus fares index at current prices, Wales, quarterly from 2005-03 (March 2005 = 100). This measures the same prices the CPI class measures, so it is close to a direct read rather than a leading indicator; its value is timeliness and regional detail, not lead. target_series_id resolved from collector_ons_cpi: CDID D7EG is that repository's own verified W1 alias for COICOP 07.3.2/6. PIT CAVEAT: only observations from 2023 onward carry official availability; earlier quarters are inferred and excluded from as-of queries by default. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DFT_BUS0415_REAL_GREATBRITAIN_B200503,collector_ons_cpi,CPI_COICOP_D07_D7C2,Transport,07,bus_fare_real_terms,positive,0,4,yoy,4,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_TOBACCO_CLEARANCES_CIGARETTES,collector_ons_cpi,CPI_COICOP_G022_D7CB,Tobacco,02.2,duty_clearance_timing_ahead_of_rate_change,positive,0,6,yoy,2,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_TOBACCO_RECEIPTS_OVERALLTOTAL,collector_ons_cpi,CPI_COICOP_G022_D7CB,Tobacco,02.2,duty_receipts_activity,positive,0,6,yoy,3,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_ALCOHOL_ALL_RECEIPTS,collector_ons_cpi,CPI_COICOP_G021_D7CA,Alcoholic beverages,02.1,duty_receipts_activity,positive,0,6,yoy,3,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_ALCOHOL_BEER_CLEARANCES_TOTAL,collector_ons_cpi,CPI_COICOP_G021_D7CA,Alcoholic beverages,02.1,duty_clearance_timing_ahead_of_rate_change,positive,0,6,yoy,4,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_ALCOHOL_SPIRITS_CLEARANCES_TOTAL,collector_ons_cpi,CPI_COICOP_G021_D7CA,Alcoholic beverages,02.1,duty_clearance_timing_ahead_of_rate_change,positive,0,6,yoy,4,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_ALCOHOL_WINE_CLEARANCES_TOTAL,collector_ons_cpi,CPI_COICOP_G021_D7CA,Alcoholic beverages,02.1,duty_clearance_timing_ahead_of_rate_change,positive,0,6,yoy,4,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
HMRC_ALCOHOL_CIDER_CLEARANCES_TOTAL,collector_ons_cpi,CPI_COICOP_G021_D7CA,Alcoholic beverages,02.1,duty_clearance_timing_ahead_of_rate_change,positive,0,6,yoy,4,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
ELEXON_MID_APXMIDP_PRICE_SP17,collector_ons_cpi,CPI_COICOP_C0451_D7DT,Electricity,04.5.1,wholesale_to_retail_electricity_pass_through,positive,3,12,monthly_average;yoy,2,inferred,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
ELEXON_MID_APXMIDP_PRICE_SP36,collector_ons_cpi,CPI_COICOP_C0451_D7DT,Electricity,04.5.1,wholesale_to_retail_electricity_pass_through,positive,3,12,monthly_average;yoy,2,inferred,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
ELEXON_MID_APXMIDP_VOLUME_SP17,collector_ons_cpi,CPI_COICOP_C0451_D7DT,Electricity,04.5.1,wholesale_market_liquidity,unknown,3,12,monthly_average;yoy,4,inferred,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
